"","Type","SumCounts","Floss"
"ENSACAT00000008813.3","mRNA",24,0.21464911
"ENSACAT00000000989.3","mRNA",646,0.052121885
"ENSACAT00000001145.3","mRNA",123,0.06453329
"ENSACAT00000001495.3","mRNA",0,0.50000021
"ENSACAT00000029526.1","mRNA",0,0.50000021
"ENSACAT00000016433.3","mRNA",443,0.169901065
"ENSACAT00000016346.3","mRNA",21,0.23250596
"ENSACAT00000006704.3","mRNA",171,0.102497185
"ENSACAT00000029823.1","mRNA",252,0.25749819
"ENSACAT00000006328.3","mRNA",65,0.11254401
"ENSACAT00000006223.3","mRNA",390,0.23978921
"ENSACAT00000006193.3","mRNA",173,0.131792735
"ENSACAT00000006160.3","mRNA",27,0.21532126
"ENSACAT00000006090.3","mRNA",143,0.051006655
"ENSACAT00000005874.2","mRNA",68,0.10017701
"ENSACAT00000005633.3","mRNA",12,0.31153306
"ENSACAT00000015012.3","mRNA",166,0.14306046
"ENSACAT00000014955.3","mRNA",384,0.053517525
"ENSACAT00000001108.3","mRNA",23,0.27248271
"ENSACAT00000002060.3","mRNA",24,0.28964771
"ENSACAT00000002276.3","mRNA",184,0.08284669
"ENSACAT00000002427.3","mRNA",55,0.17183481
"ENSACAT00000002455.3","mRNA",1,0.90080881
"ENSACAT00000003620.3","mRNA",20,0.30513359
"ENSACAT00000028402.2","mRNA",179,0.10886264
"ENSACAT00000001352.3","mRNA",181,0.08175578
"ENSACAT00000001509.3","mRNA",134,0.10208509
"ENSACAT00000002054.3","mRNA",0,0.50000021
"ENSACAT00000002155.3","mRNA",148,0.10061341
"ENSACAT00000002320.3","mRNA",39,0.25522856
"ENSACAT00000002486.3","mRNA",1,0.81173521
"ENSACAT00000009095.3","mRNA",4,0.58535381
"ENSACAT00000007402.3","mRNA",1,0.87281021
"ENSACAT00000007293.3","mRNA",22,0.22816426
"ENSACAT00000007357.3","mRNA",22,0.22816426
"ENSACAT00000006852.3","mRNA",151,0.10329233
"ENSACAT00000006367.3","mRNA",4,0.57358621
"ENSACAT00000006096.3","mRNA",492,0.12067744
"ENSACAT00000005768.3","mRNA",202,0.07407631
"ENSACAT00000005714.3","mRNA",1097,0.09900223
"ENSACAT00000005626.3","mRNA",661,0.03390114
"ENSACAT00000029640.1","mRNA",0,0.50000021
"ENSACAT00000014565.3","mRNA",0,0.50000021
"ENSACAT00000000735.2","mRNA",6,0.64506821
"ENSACAT00000006394.2","mRNA",37,0.11373549
"ENSACAT00000006200.3","mRNA",178,0.08409946
"ENSACAT00000014305.3","mRNA",63,0.27997326
"ENSACAT00000014379.3","mRNA",65,0.28778786
"ENSACAT00000022644.1","mRNA",14,0.50215741
"ENSACAT00000014133.3","mRNA",2926,0.09232923
"ENSACAT00000003265.3","mRNA",1377,0.03540944
"ENSACAT00000003973.3","mRNA",5,0.47442881
"ENSACAT00000029434.1","mRNA",0,0.50000021
"ENSACAT00000004057.3","mRNA",259,0.082440555
"ENSACAT00000004106.3","mRNA",407,0.18996734
"ENSACAT00000027240.1","mRNA",0,0.50000021
"ENSACAT00000016287.3","mRNA",30,0.24106166
"ENSACAT00000030363.1","mRNA",402,0.166022165
"ENSACAT00000012304.3","mRNA",1073,0.07544561
"ENSACAT00000011943.3","mRNA",10,0.40161881
"ENSACAT00000011773.3","mRNA",1354,0.078155105
"ENSACAT00000009367.3","mRNA",37,0.15552891
"ENSACAT00000015782.3","mRNA",138,0.14608391
"ENSACAT00000029775.1","mRNA",304,0.176917025
"ENSACAT00000015808.1","mRNA",73676,0.047070765
"ENSACAT00000015815.2","mRNA",127,0.09790864
"ENSACAT00000015821.2","mRNA",59,0.13479979
"ENSACAT00000023335.1","mRNA",10,0.46113141
"ENSACAT00000015823.2","mRNA",10,0.46113141
"ENSACAT00000023202.1","mRNA",0,0.50000021
"ENSACAT00000015843.3","mRNA",193,0.108291485
"ENSACAT00000015911.3","mRNA",13,0.40389166
"ENSACAT00000012177.2","mRNA",0,0.50000021
"ENSACAT00000016063.2","mRNA",167,0.10899919
"ENSACAT00000016069.2","mRNA",29,0.23668296
"ENSACAT00000016167.3","mRNA",536,0.06918719
"ENSACAT00000016169.2","mRNA",1,0.76185121
"ENSACAT00000023940.1","mRNA",0,0.50000021
"ENSACAT00000016206.2","mRNA",0,0.50000021
"ENSACAT00000016228.3","mRNA",299,0.11529003
"ENSACAT00000016241.3","mRNA",663,0.092060865
"ENSACAT00000006498.3","mRNA",10,0.27439621
"ENSACAT00000011823.2","mRNA",1,0.70081021
"ENSACAT00000011822.2","mRNA",476,0.11698402
"ENSACAT00000025218.1","mRNA",25,0.26298241
"ENSACAT00000027105.2","mRNA",119,0.13052686
"ENSACAT00000030372.1","mRNA",32,0.50351499
"ENSACAT00000011416.1","mRNA",28,0.25215796
"ENSACAT00000011412.2","mRNA",191,0.13255241
"ENSACAT00000027253.1","mRNA",11,0.36193366
"ENSACAT00000029038.2","mRNA",215,0.09765033
"ENSACAT00000011123.3","mRNA",4,0.38535521
"ENSACAT00000011000.3","mRNA",376,0.105057785
"ENSACAT00000024169.2","mRNA",1,0.76185121
"ENSACAT00000023478.2","mRNA",1,0.76185121
"ENSACAT00000022514.2","mRNA",0,0.50000021
"ENSACAT00000010808.2","mRNA",1132,0.10501874
"ENSACAT00000030739.1","mRNA",219,0.03174825
"ENSACAT00000010796.3","mRNA",221,0.025368425
"ENSACAT00000010746.3","mRNA",887,0.15557667
"ENSACAT00000010617.2","mRNA",254,0.127993
"ENSACAT00000030777.1","mRNA",0,0.50000021
"ENSACAT00000004027.2","mRNA",0,0.50000021
"ENSACAT00000004185.3","mRNA",18,0.42831561
"ENSACAT00000022446.2","mRNA",10,0.37362021
"ENSACAT00000004189.2","mRNA",0,0.50000021
"ENSACAT00000005357.2","mRNA",0,0.50000021
"ENSACAT00000030440.1","mRNA",1,0.76185121
"ENSACAT00000024032.1","mRNA",0,0.50000021
"ENSACAT00000013025.3","mRNA",0,0.50000021
"ENSACAT00000000937.2","mRNA",0,0.50000021
"ENSACAT00000013221.3","mRNA",83,0.08415614
"ENSACAT00000013261.3","mRNA",597,0.082435245
"ENSACAT00000013287.3","mRNA",364,0.06951403
"ENSACAT00000025159.1","mRNA",0,0.50000021
"ENSACAT00000013296.2","mRNA",4,0.57362021
"ENSACAT00000013433.3","mRNA",1275,0.03622951
"ENSACAT00000013435.3","mRNA",190,0.17165763
"ENSACAT00000030765.1","mRNA",986,0.113363065
"ENSACAT00000013626.3","mRNA",1032,0.098808235
"ENSACAT00000013106.2","mRNA",24,0.14085936
"ENSACAT00000026248.1","mRNA",8,0.60161881
"ENSACAT00000013083.3","mRNA",565,0.082297885
"ENSACAT00000008602.3","mRNA",594,0.09378816
"ENSACAT00000030399.1","mRNA",32,0.26185121
"ENSACAT00000008642.3","mRNA",5,0.37358621
"ENSACAT00000022519.1","mRNA",2,0.96032141
"ENSACAT00000008645.2","mRNA",8,0.76185121
"ENSACAT00000008816.3","mRNA",666,0.15509241
"ENSACAT00000008818.1","mRNA",31,0.23869711
"ENSACAT00000008961.3","mRNA",344,0.100109755
"ENSACAT00000009162.3","mRNA",22,0.30089266
"ENSACAT00000009276.3","mRNA",1236,0.06395471
"ENSACAT00000023102.1","mRNA",483,0.360195025
"ENSACAT00000009400.3","mRNA",346,0.09820704
"ENSACAT00000030179.1","mRNA",298,0.07269159
"ENSACAT00000009463.3","mRNA",32,0.20839479
"ENSACAT00000009511.3","mRNA",135,0.13547041
"ENSACAT00000009647.3","mRNA",335,0.04068656
"ENSACAT00000030578.1","mRNA",125,0.17360379
"ENSACAT00000009799.3","mRNA",0,0.50000021
"ENSACAT00000010035.2","mRNA",58,0.05114871
"ENSACAT00000010169.3","mRNA",2257,0.108563715
"ENSACAT00000014582.2","mRNA",486,0.14347344
"ENSACAT00000014668.3","mRNA",1810,0.08201155
"ENSACAT00000014774.2","mRNA",296,0.16772714
"ENSACAT00000027887.1","mRNA",0,0.50000021
"ENSACAT00000013018.3","mRNA",37,0.14909866
"ENSACAT00000027191.1","mRNA",3,0.63466121
"ENSACAT00000013198.3","mRNA",496,0.07581949
"ENSACAT00000013312.3","mRNA",464,0.21136214
"ENSACAT00000013374.3","mRNA",19,0.23319781
"ENSACAT00000013377.2","mRNA",2,0.81173521
"ENSACAT00000007644.1","mRNA",23,0.33727401
"ENSACAT00000025059.1","mRNA",0,0.50000021
"ENSACAT00000010482.3","mRNA",2,0.57358621
"ENSACAT00000005727.2","mRNA",0,0.50000021
"ENSACAT00000017533.3","mRNA",815,0.09099653
"ENSACAT00000017501.3","mRNA",51,0.15006106
"ENSACAT00000017488.2","mRNA",0,0.50000021
"ENSACAT00000022312.1","mRNA",0,0.50000021
"ENSACAT00000023235.1","mRNA",0,0.50000021
"ENSACAT00000017425.3","mRNA",6,0.43872241
"ENSACAT00000017367.3","mRNA",3579,0.122478175
"ENSACAT00000017341.2","mRNA",64,0.17286501
"ENSACAT00000017317.3","mRNA",1,0.81173521
"ENSACAT00000017313.2","mRNA",1035,0.113630925
"ENSACAT00000017270.2","mRNA",282,0.03759886
"ENSACAT00000017267.2","mRNA",285,0.18612809
"ENSACAT00000017266.3","mRNA",24,0.16868569
"ENSACAT00000017262.3","mRNA",125,0.20054521
"ENSACAT00000017250.2","mRNA",81,0.12015194
"ENSACAT00000017223.3","mRNA",2,0.63466121
"ENSACAT00000017209.3","mRNA",342,0.071071885
"ENSACAT00000030718.1","mRNA",345,0.07425531
"ENSACAT00000030016.1","mRNA",7,0.28790621
"ENSACAT00000017193.2","mRNA",7,0.28790621
"ENSACAT00000017186.2","mRNA",31,0.14837281
"ENSACAT00000028890.1","mRNA",32,0.12921981
"ENSACAT00000017165.3","mRNA",17,0.29985369
"ENSACAT00000017117.3","mRNA",225,0.25228824
"ENSACAT00000017109.3","mRNA",1205,0.11730424
"ENSACAT00000017024.2","mRNA",258,0.068029075
"ENSACAT00000017002.3","mRNA",2,0.51254521
"ENSACAT00000016999.3","mRNA",1,0.70081021
"ENSACAT00000016992.3","mRNA",8,0.14939621
"ENSACAT00000016946.3","mRNA",273,0.079080655
"ENSACAT00000016898.3","mRNA",355,0.06477114
"ENSACAT00000016892.2","mRNA",6520,0.3051498
"ENSACAT00000016891.2","mRNA",338,0.07113874
"ENSACAT00000016876.3","mRNA",200,0.07781021
"ENSACAT00000016841.3","mRNA",0,0.50000021
"ENSACAT00000016838.3","mRNA",16,0.23536501
"ENSACAT00000016811.3","mRNA",214,0.08963799
"ENSACAT00000016758.3","mRNA",208,0.211119065
"ENSACAT00000016723.3","mRNA",51,0.30925521
"ENSACAT00000016689.3","mRNA",94,0.21984939
"ENSACAT00000016526.3","mRNA",187,0.14890841
"ENSACAT00000016519.3","mRNA",204,0.20409655
"ENSACAT00000016513.2","mRNA",1,0.87281021
"ENSACAT00000016497.3","mRNA",0,0.50000021
"ENSACAT00000016495.2","mRNA",16,0.13608621
"ENSACAT00000016450.3","mRNA",13,0.37175874
"ENSACAT00000030826.1","mRNA",333,0.316034495
"ENSACAT00000016370.2","mRNA",329,0.32516291
"ENSACAT00000016332.3","mRNA",412,0.05804044
"ENSACAT00000016319.2","mRNA",286,0.09112926
"ENSACAT00000016251.3","mRNA",176,0.12483305
"ENSACAT00000016188.3","mRNA",157,0.08686506
"ENSACAT00000016181.3","mRNA",110,0.12481656
"ENSACAT00000016139.3","mRNA",142,0.13534791
"ENSACAT00000016132.3","mRNA",740,0.134545105
"ENSACAT00000015973.3","mRNA",612,0.103152045
"ENSACAT00000015922.2","mRNA",258,0.09452459
"ENSACAT00000015899.3","mRNA",27,0.20629561
"ENSACAT00000015868.3","mRNA",1449,0.033990175
"ENSACAT00000001562.3","mRNA",47,0.12807229
"ENSACAT00000030035.1","mRNA",0,0.50000021
"ENSACAT00000001503.3","mRNA",265,0.06453039
"ENSACAT00000001478.3","mRNA",0,0.50000021
"ENSACAT00000001447.2","mRNA",0,0.50000021
"ENSACAT00000001237.3","mRNA",0,0.50000021
"ENSACAT00000001111.3","mRNA",115,0.14092071
"ENSACAT00000027737.1","mRNA",11,0.28921246
"ENSACAT00000026595.1","mRNA",0,0.50000021
"ENSACAT00000015921.3","mRNA",78,0.29601919
"ENSACAT00000015999.2","mRNA",602,0.068636435
"ENSACAT00000016101.2","mRNA",0,0.50000021
"ENSACAT00000023599.1","mRNA",0,0.50000021
"ENSACAT00000004694.2","mRNA",0,0.50000021
"ENSACAT00000022249.1","mRNA",0,0.50000021
"ENSACAT00000023638.1","mRNA",0,0.50000021
"ENSACAT00000026335.1","mRNA",0,0.50000021
"ENSACAT00000007848.2","mRNA",0,0.50000021
"ENSACAT00000024397.1","mRNA",0,0.50000021
"ENSACAT00000023724.1","mRNA",0,0.50000021
"ENSACAT00000001096.3","mRNA",0,0.50000021
"ENSACAT00000001068.3","mRNA",28,0.47223766
"ENSACAT00000030884.1","mRNA",0,0.50000021
"ENSACAT00000030069.1","mRNA",49,0.18291916
"ENSACAT00000015970.2","mRNA",49,0.18291916
"ENSACAT00000015962.3","mRNA",100,0.12452879
"ENSACAT00000015945.2","mRNA",10,0.30161881
"ENSACAT00000015904.3","mRNA",364,0.043627285
"ENSACAT00000015891.2","mRNA",170,0.108912735
"ENSACAT00000015864.2","mRNA",0,0.50000021
"ENSACAT00000023531.1","mRNA",0,0.50000021
"ENSACAT00000029847.1","mRNA",0,0.50000021
"ENSACAT00000015410.2","mRNA",1,0.87281021
"ENSACAT00000015401.3","mRNA",0,0.50000021
"ENSACAT00000015390.3","mRNA",193,0.08157274
"ENSACAT00000015370.3","mRNA",38,0.13350851
"ENSACAT00000026040.1","mRNA",0,0.50000021
"ENSACAT00000012029.3","mRNA",666,0.138184405
"ENSACAT00000012057.3","mRNA",322,0.16359199
"ENSACAT00000012257.3","mRNA",349,0.10802669
"ENSACAT00000012383.3","mRNA",2646,0.113116685
"ENSACAT00000012514.3","mRNA",0,0.50000021
"ENSACAT00000006026.2","mRNA",0,0.50000021
"ENSACAT00000012614.2","mRNA",0,0.50000021
"ENSACAT00000012640.3","mRNA",393,0.09709889
"ENSACAT00000012685.3","mRNA",395,0.15635444
"ENSACAT00000012779.3","mRNA",4339,0.06301878
"ENSACAT00000012948.3","mRNA",216,0.04402476
"ENSACAT00000013044.3","mRNA",33,0.28921246
"ENSACAT00000014150.2","mRNA",5,0.63466121
"ENSACAT00000023624.1","mRNA",0,0.50000021
"ENSACAT00000030278.1","mRNA",0,0.50000021
"ENSACAT00000013961.2","mRNA",31,0.34433861
"ENSACAT00000004920.3","mRNA",51,0.09077396
"ENSACAT00000027905.1","mRNA",0,0.50000021
"ENSACAT00000016407.3","mRNA",132,0.16382303
"ENSACAT00000016365.3","mRNA",103,0.16424419
"ENSACAT00000016268.3","mRNA",175,0.12077101
"ENSACAT00000016179.2","mRNA",46,0.15545124
"ENSACAT00000029870.1","mRNA",45,0.16509754
"ENSACAT00000016133.2","mRNA",262,0.11939441
"ENSACAT00000016106.3","mRNA",208,0.08670449
"ENSACAT00000016080.3","mRNA",68,0.19276591
"ENSACAT00000016056.3","mRNA",74,0.10572774
"ENSACAT00000015998.3","mRNA",99,0.14301209
"ENSACAT00000015881.3","mRNA",1,0.90080881
"ENSACAT00000028318.2","mRNA",38,0.19787401
"ENSACAT00000022805.1","mRNA",0,0.50000021
"ENSACAT00000015794.3","mRNA",165,0.1251337
"ENSACAT00000015754.3","mRNA",314,0.13568001
"ENSACAT00000015714.3","mRNA",271,0.08368336
"ENSACAT00000015675.3","mRNA",2,0.76185121
"ENSACAT00000015360.3","mRNA",283,0.12957539
"ENSACAT00000015335.3","mRNA",273,0.135477705
"ENSACAT00000029965.1","mRNA",0,0.50000021
"ENSACAT00000029695.1","mRNA",4,0.44639621
"ENSACAT00000015072.2","mRNA",24,0.14304951
"ENSACAT00000015006.2","mRNA",19,0.20282701
"ENSACAT00000015097.2","mRNA",1,0.70081021
"ENSACAT00000014952.3","mRNA",183,0.09274592
"ENSACAT00000014846.2","mRNA",0,0.50000021
"ENSACAT00000014797.2","mRNA",38,0.30681521
"ENSACAT00000014698.3","mRNA",8,0.35894001
"ENSACAT00000021233.3","mRNA",0,0.50000021
"ENSACAT00000013887.3","mRNA",12,0.30619976
"ENSACAT00000029979.1","mRNA",0,0.50000021
"ENSACAT00000003805.3","mRNA",516,0.126856875
"ENSACAT00000028586.1","mRNA",332,0.10794001
"ENSACAT00000003737.2","mRNA",278,0.10900119
"ENSACAT00000003713.3","mRNA",4505,0.079056025
"ENSACAT00000003701.3","mRNA",1728,0.10523324
"ENSACAT00000003646.3","mRNA",37,0.15292131
"ENSACAT00000004499.3","mRNA",309,0.14522471
"ENSACAT00000022837.1","mRNA",0,0.50000021
"ENSACAT00000004127.3","mRNA",373,0.27018441
"ENSACAT00000004095.3","mRNA",2,0.70081021
"ENSACAT00000004041.2","mRNA",51,0.22142224
"ENSACAT00000004032.3","mRNA",609,0.089973075
"ENSACAT00000029815.1","mRNA",1294,0.11302262
"ENSACAT00000003916.3","mRNA",1294,0.11302262
"ENSACAT00000003849.2","mRNA",14,0.19027421
"ENSACAT00000003837.2","mRNA",71,0.09833294
"ENSACAT00000029793.1","mRNA",6735,0.05378514
"ENSACAT00000025600.1","mRNA",0,0.50000021
"ENSACAT00000026574.1","mRNA",0,0.50000021
"ENSACAT00000003241.2","mRNA",324,0.08553981
"ENSACAT00000003202.2","mRNA",70,0.09042236
"ENSACAT00000003120.3","mRNA",426,0.119497825
"ENSACAT00000003090.3","mRNA",204,0.11880336
"ENSACAT00000002894.3","mRNA",292,0.13583295
"ENSACAT00000002429.3","mRNA",30,0.17921031
"ENSACAT00000002367.2","mRNA",1851,0.10714409
"ENSACAT00000002223.3","mRNA",42,0.40300006
"ENSACAT00000002177.3","mRNA",315,0.13912969
"ENSACAT00000002043.3","mRNA",117,0.12602229
"ENSACAT00000002015.3","mRNA",187,0.098916615
"ENSACAT00000001982.2","mRNA",474,0.04416914
"ENSACAT00000001895.2","mRNA",0,0.50000021
"ENSACAT00000001886.3","mRNA",374,0.05081574
"ENSACAT00000000763.3","mRNA",7,0.37694581
"ENSACAT00000000620.3","mRNA",5,0.61173521
"ENSACAT00000014203.3","mRNA",31,0.18063126
"ENSACAT00000014558.2","mRNA",54,0.24010091
"ENSACAT00000014578.2","mRNA",39,0.09592371
"ENSACAT00000014616.3","mRNA",7,0.43072871
"ENSACAT00000014633.3","mRNA",0,0.50000021
"ENSACAT00000014641.3","mRNA",0,0.50000021
"ENSACAT00000014654.3","mRNA",159,0.128822555
"ENSACAT00000014738.3","mRNA",556,0.073537995
"ENSACAT00000014894.3","mRNA",154,0.15082466
"ENSACAT00000015016.2","mRNA",162,0.13623074
"ENSACAT00000000712.2","mRNA",131,0.12406124
"ENSACAT00000027495.1","mRNA",0,0.50000021
"ENSACAT00000015745.3","mRNA",1166,0.06329499
"ENSACAT00000029444.1","mRNA",0,0.50000021
"ENSACAT00000013555.2","mRNA",0,0.50000021
"ENSACAT00000010821.2","mRNA",0,0.50000021
"ENSACAT00000023089.1","mRNA",0,0.50000021
"ENSACAT00000027749.1","mRNA",0,0.50000021
"ENSACAT00000005084.2","mRNA",3,0.87281021
"ENSACAT00000005087.3","mRNA",38,0.06461191
"ENSACAT00000005120.3","mRNA",37,0.14536356
"ENSACAT00000004575.2","mRNA",3,0.77361881
"ENSACAT00000004557.2","mRNA",5,0.47286501
"ENSACAT00000004321.3","mRNA",21,0.31590476
"ENSACAT00000025634.2","mRNA",10,0.47442881
"ENSACAT00000016109.2","mRNA",0,0.50000021
"ENSACAT00000016099.3","mRNA",0,0.50000021
"ENSACAT00000016087.3","mRNA",54,0.24005106
"ENSACAT00000016027.2","mRNA",59,0.22537311
"ENSACAT00000015960.2","mRNA",47,0.11163381
"ENSACAT00000015874.3","mRNA",362,0.113632445
"ENSACAT00000015850.3","mRNA",0,0.50000021
"ENSACAT00000015795.3","mRNA",68,0.20288014
"ENSACAT00000015660.3","mRNA",0,0.50000021
"ENSACAT00000015651.3","mRNA",82,0.11764331
"ENSACAT00000015564.3","mRNA",0,0.50000021
"ENSACAT00000015202.3","mRNA",5,0.27439621
"ENSACAT00000015147.2","mRNA",109,0.18261411
"ENSACAT00000001878.3","mRNA",4,0.38535521
"ENSACAT00000001948.1","mRNA",0,0.50000021
"ENSACAT00000002065.3","mRNA",60,0.19639621
"ENSACAT00000026902.2","mRNA",6,0.52713359
"ENSACAT00000002082.2","mRNA",171,0.16781279
"ENSACAT00000002111.2","mRNA",19,0.26233991
"ENSACAT00000002116.3","mRNA",122,0.15292354
"ENSACAT00000002377.3","mRNA",2,0.90080881
"ENSACAT00000002420.3","mRNA",12,0.37932756
"ENSACAT00000002516.3","mRNA",97,0.13032146
"ENSACAT00000002586.3","mRNA",1145,0.08023026
"ENSACAT00000029563.1","mRNA",16,0.41046981
"ENSACAT00000002651.3","mRNA",67,0.15704926
"ENSACAT00000002776.3","mRNA",156,0.04368559
"ENSACAT00000002995.3","mRNA",905,0.049863315
"ENSACAT00000003114.3","mRNA",173,0.115817935
"ENSACAT00000003157.2","mRNA",437,0.18531438
"ENSACAT00000003213.2","mRNA",87,0.28334881
"ENSACAT00000008387.3","mRNA",16,0.36036501
"ENSACAT00000008585.3","mRNA",2010,0.089425695
"ENSACAT00000008738.3","mRNA",1504,0.08597589
"ENSACAT00000008774.3","mRNA",71,0.05331716
"ENSACAT00000008827.2","mRNA",219,0.10547954
"ENSACAT00000028145.1","mRNA",0,0.50000021
"ENSACAT00000009242.3","mRNA",223,0.08045581
"ENSACAT00000009311.3","mRNA",515,0.053316165
"ENSACAT00000009425.2","mRNA",61,0.16491524
"ENSACAT00000009546.3","mRNA",34,0.18252841
"ENSACAT00000009683.3","mRNA",107,0.129492165
"ENSACAT00000025543.1","mRNA",25,0.34452879
"ENSACAT00000009828.3","mRNA",21,0.21234156
"ENSACAT00000009848.3","mRNA",13,0.44777271
"ENSACAT00000009865.2","mRNA",93,0.16409031
"ENSACAT00000009867.2","mRNA",0,0.50000021
"ENSACAT00000009869.2","mRNA",0,0.50000021
"ENSACAT00000012716.3","mRNA",36,0.15717476
"ENSACAT00000012730.3","mRNA",2,0.76185121
"ENSACAT00000028781.1","mRNA",10,0.42298241
"ENSACAT00000000042.2","mRNA",587,0.086060455
"ENSACAT00000024552.1","mRNA",0,0.50000021
"ENSACAT00000000044.3","mRNA",2461,0.111721545
"ENSACAT00000000045.3","mRNA",742,0.052865285
"ENSACAT00000000047.1","mRNA",0,0.50000021
"ENSACAT00000000051.3","mRNA",59,0.15661296
"ENSACAT00000000052.3","mRNA",3,0.44639571
"ENSACAT00000000053.3","mRNA",0,0.50000021
"ENSACAT00000000054.3","mRNA",0,0.50000021
"ENSACAT00000029464.1","mRNA",60,0.11046609
"ENSACAT00000000057.3","mRNA",1,0.90080881
"ENSACAT00000000058.2","mRNA",940,0.060536905
"ENSACAT00000000059.3","mRNA",345,0.074601285
"ENSACAT00000000061.3","mRNA",236,0.13983966
"ENSACAT00000000062.3","mRNA",1771,0.094105955
"ENSACAT00000000063.3","mRNA",309,0.17515394
"ENSACAT00000000064.3","mRNA",163,0.12849686
"ENSACAT00000000065.3","mRNA",81,0.14288889
"ENSACAT00000000067.2","mRNA",0,0.50000021
"ENSACAT00000000070.3","mRNA",148,0.09447074
"ENSACAT00000000071.2","mRNA",125,0.21335381
"ENSACAT00000029351.1","mRNA",40,0.12298241
"ENSACAT00000000073.2","mRNA",431,0.04643474
"ENSACAT00000000076.2","mRNA",0,0.50000021
"ENSACAT00000000075.2","mRNA",0,0.50000021
"ENSACAT00000028041.1","mRNA",0,0.50000021
"ENSACAT00000022015.1","mRNA",0,0.50000021
"ENSACAT00000028841.1","mRNA",0,0.50000021
"ENSACAT00000007932.2","mRNA",1,0.70081021
"ENSACAT00000027653.2","mRNA",1,0.70081021
"ENSACAT00000002717.2","mRNA",466,0.15489979
"ENSACAT00000009963.2","mRNA",781,0.088195585
"ENSACAT00000022308.1","mRNA",80,0.19704521
"ENSACAT00000009924.2","mRNA",0,0.50000021
"ENSACAT00000009904.3","mRNA",18,0.17921211
"ENSACAT00000009733.3","mRNA",0,0.50000021
"ENSACAT00000009701.2","mRNA",652,0.25328739
"ENSACAT00000009686.2","mRNA",126,0.190269905
"ENSACAT00000009568.3","mRNA",3,0.63466121
"ENSACAT00000009519.3","mRNA",6,0.53546981
"ENSACAT00000009415.3","mRNA",1531,0.05251324
"ENSACAT00000029319.1","mRNA",323,0.115241235
"ENSACAT00000009782.3","mRNA",338,0.12164581
"ENSACAT00000009512.2","mRNA",1,0.90080881
"ENSACAT00000009407.2","mRNA",2,0.68454521
"ENSACAT00000009284.2","mRNA",10,0.13471601
"ENSACAT00000015549.2","mRNA",409,0.02787951
"ENSACAT00000015545.2","mRNA",110,0.140626755
"ENSACAT00000015458.3","mRNA",198,0.18037186
"ENSACAT00000015374.2","mRNA",2897,0.040226165
"ENSACAT00000025248.2","mRNA",3,0.76185121
"ENSACAT00000030221.1","mRNA",112,0.198201125
"ENSACAT00000015286.2","mRNA",1,0.70081021
"ENSACAT00000015285.3","mRNA",208,0.16697634
"ENSACAT00000015282.3","mRNA",1534,0.05694068
"ENSACAT00000015255.3","mRNA",83,0.11676619
"ENSACAT00000015169.2","mRNA",10,0.31335381
"ENSACAT00000015166.3","mRNA",21,0.27956944
"ENSACAT00000015117.3","mRNA",0,0.50000021
"ENSACAT00000015089.3","mRNA",5,0.57361881
"ENSACAT00000015082.3","mRNA",80,0.20161881
"ENSACAT00000025676.1","mRNA",1,0.81173521
"ENSACAT00000025920.2","mRNA",245,0.19588661
"ENSACAT00000014929.3","mRNA",34,0.24175444
"ENSACAT00000030044.1","mRNA",24,0.12168681
"ENSACAT00000014821.3","mRNA",1258,0.09991888
"ENSACAT00000014766.3","mRNA",408,0.06905759
"ENSACAT00000028554.1","mRNA",5,0.28454521
"ENSACAT00000014193.3","mRNA",0,0.50000021
"ENSACAT00000023157.1","mRNA",274,0.11611469
"ENSACAT00000030420.1","mRNA",9,0.44043781
"ENSACAT00000013799.3","mRNA",14,0.28790621
"ENSACAT00000029615.1","mRNA",14,0.28790621
"ENSACAT00000013785.3","mRNA",152,0.13522274
"ENSACAT00000013613.3","mRNA",15,0.20213596
"ENSACAT00000013549.3","mRNA",233,0.16480586
"ENSACAT00000029895.1","mRNA",0,0.50000021
"ENSACAT00000025240.2","mRNA",177,0.19853386
"ENSACAT00000017534.2","mRNA",0,0.50000021
"ENSACAT00000017535.2","mRNA",0,0.50000021
"ENSACAT00000017548.3","mRNA",34,0.17073391
"ENSACAT00000028218.1","mRNA",0,0.50000021
"ENSACAT00000017554.3","mRNA",8,0.29798241
"ENSACAT00000024147.1","mRNA",4,0.62281021
"ENSACAT00000017569.2","mRNA",106,0.17292311
